Education,Education-Num,Matrital-Status,Native-Country,Occupation,Race,Relationship,Sex,Workclass,Age,Capital-Gain,Capital-Loss,Fnlwgt,Hours-Per-Week,Number of Records
Assoc-acdm,12,Married-spouse-absent,United-States,Other-service,White,Unmarried,Female,State-gov,43,0,0,134782,30,1
Some-college,10,Married-spouse-absent,United-States,Farming-fishing,White,Unmarried,Female,Without-pay,68,0,0,174695,25,1
5th-6th,3,Never-married,El-Salvador,?,White,Unmarried,Female,?,25,0,0,210095,25,1
5th-6th,3,Never-married,Mexico,?,White,Unmarried,Female,?,32,0,0,251612,45,1
7th-8th,4,Never-married,Mexico,?,White,Unmarried,Female,?,22,0,0,214238,40,1
9th,5,Never-married,Dominican-Republic,?,White,Unmarried,Female,?,62,0,0,203126,40,1
10th,6,Never-married,United-States,?,White,Unmarried,Female,?,19,0,0,180976,35,1
10th,6,Never-married,United-States,?,White,Unmarried,Female,?,21,0,0,270043,30,1
11th,7,Never-married,United-States,?,White,Unmarried,Female,?,19,0,0,263224,30,1
11th,7,Never-married,United-States,?,White,Unmarried,Female,?,25,0,0,104614,40,1
11th,7,Never-married,United-States,?,White,Unmarried,Female,?,25,0,0,178960,40,1
HS-grad,9,Never-married,United-States,?,White,Unmarried,Female,?,18,0,0,274746,20,1
HS-grad,9,Never-married,United-States,?,White,Unmarried,Female,?,21,0,0,356772,40,1
HS-grad,9,Never-married,United-States,?,White,Unmarried,Female,?,26,0,0,321629,16,1
HS-grad,9,Never-married,United-States,?,White,Unmarried,Female,?,36,0,0,187983,40,1
Some-college,10,Never-married,United-States,?,White,Unmarried,Female,?,20,0,0,24395,20,1
Some-college,10,Never-married,United-States,?,White,Unmarried,Female,?,21,0,0,204226,35,1
Some-college,10,Never-married,United-States,?,White,Unmarried,Female,?,26,0,0,176077,40,1
Some-college,10,Never-married,United-States,?,White,Unmarried,Female,?,27,0,0,280699,40,1
Some-college,10,Never-married,United-States,?,White,Unmarried,Female,?,28,0,0,30237,40,1
Some-college,10,Never-married,United-States,?,White,Unmarried,Female,?,28,0,0,223745,40,1
Some-college,10,Never-married,United-States,?,White,Unmarried,Female,?,32,0,0,143699,40,1
Some-college,10,Never-married,United-States,?,White,Unmarried,Female,?,36,0,0,36635,25,1
Assoc-voc,11,Never-married,United-States,?,White,Unmarried,Female,?,29,0,0,499935,40,1
Assoc-voc,11,Never-married,United-States,?,White,Unmarried,Female,?,32,0,0,199046,2,1
Bachelors,13,Never-married,United-States,?,White,Unmarried,Female,?,26,0,0,130832,10,1
HS-grad,9,Never-married,Puerto-Rico,Adm-clerical,White,Unmarried,Female,Federal-gov,61,0,0,230545,35,1
HS-grad,9,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Federal-gov,38,0,0,201617,40,1
HS-grad,9,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Federal-gov,42,0,0,557644,40,1
HS-grad,9,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Federal-gov,44,0,0,192771,40,1
HS-grad,9,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Federal-gov,54,0,0,175083,20,1
Some-college,10,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Federal-gov,26,0,0,185885,15,1
Some-college,10,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Federal-gov,40,0,0,26880,40,1
HS-grad,9,Never-married,Puerto-Rico,Exec-managerial,White,Unmarried,Female,Federal-gov,28,0,0,183445,70,1
HS-grad,9,Never-married,United-States,Exec-managerial,White,Unmarried,Female,Federal-gov,32,0,1380,90653,40,1
HS-grad,9,Never-married,United-States,Exec-managerial,White,Unmarried,Female,Federal-gov,39,0,0,206190,45,1
Assoc-acdm,12,Never-married,United-States,Exec-managerial,White,Unmarried,Female,Federal-gov,23,0,0,41356,32,1
Some-college,10,Never-married,United-States,Handlers-cleaners,White,Unmarried,Female,Federal-gov,35,0,0,84848,40,1
HS-grad,9,Never-married,United-States,Machine-op-inspct,White,Unmarried,Female,Federal-gov,31,0,0,113688,40,1
Some-college,10,Never-married,United-States,Prof-specialty,White,Unmarried,Female,Federal-gov,53,0,0,177212,40,1
HS-grad,9,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Local-gov,45,0,0,189890,40,1
Some-college,10,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Local-gov,34,0,0,236415,18,1
Bachelors,13,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Local-gov,48,0,0,102076,35,1
11th,7,Never-married,United-States,Other-service,White,Unmarried,Female,Local-gov,36,0,0,212856,23,1
HS-grad,9,Never-married,United-States,Other-service,White,Unmarried,Female,Local-gov,29,0,0,214706,40,1
HS-grad,9,Never-married,United-States,Other-service,White,Unmarried,Female,Local-gov,41,0,0,37848,25,1
Some-college,10,Never-married,United-States,Other-service,White,Unmarried,Female,Local-gov,49,0,0,126446,30,1
Bachelors,13,Never-married,United-States,Prof-specialty,White,Unmarried,Female,Local-gov,27,0,0,29174,40,1
Bachelors,13,Never-married,United-States,Prof-specialty,White,Unmarried,Female,Local-gov,40,0,0,321187,45,1
Masters,14,Never-married,United-States,Prof-specialty,White,Unmarried,Female,Local-gov,39,0,0,222572,43,1
Masters,14,Never-married,United-States,Prof-specialty,White,Unmarried,Female,Local-gov,42,0,0,191149,40,1
Masters,14,Never-married,United-States,Prof-specialty,White,Unmarried,Female,Local-gov,48,0,1380,121622,40,1
Masters,14,Never-married,United-States,Prof-specialty,White,Unmarried,Female,Local-gov,61,0,0,195519,25,1
Masters,14,Never-married,United-States,Prof-specialty,White,Unmarried,Female,Local-gov,70,7896,0,88638,50,1
Doctorate,16,Never-married,United-States,Prof-specialty,White,Unmarried,Female,Local-gov,47,0,0,128401,40,1
10th,6,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,31,0,0,157078,40,1
11th,7,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,31,0,0,234976,48,1
12th,8,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,34,0,0,340458,40,1
HS-grad,9,Never-married,Germany,Adm-clerical,White,Unmarried,Female,Private,20,0,0,323009,40,1
HS-grad,9,Never-married,Mexico,Adm-clerical,White,Unmarried,Female,Private,22,0,0,213902,40,1
HS-grad,9,Never-married,Mexico,Adm-clerical,White,Unmarried,Female,Private,25,0,0,204219,40,1
HS-grad,9,Never-married,Puerto-Rico,Adm-clerical,White,Unmarried,Female,Private,31,0,0,219318,35,1
HS-grad,9,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,21,0,0,33831,40,1
HS-grad,9,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,21,0,0,195532,40,1
HS-grad,9,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,22,0,0,192455,40,1
HS-grad,9,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,23,0,0,31606,40,1
HS-grad,9,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,23,0,0,294701,40,1
HS-grad,9,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,23,0,0,199884,45,1
HS-grad,9,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,25,0,0,137951,30,1
HS-grad,9,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,25,0,0,152035,40,1
HS-grad,9,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,25,0,0,174545,46,1
HS-grad,9,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,26,0,0,111243,35,1
HS-grad,9,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,28,0,0,309566,20,1
HS-grad,9,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,30,0,0,36340,24,1
HS-grad,9,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,30,0,0,45781,40,1
HS-grad,9,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,30,0,0,402539,40,1
HS-grad,9,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,33,0,0,235109,40,1
HS-grad,9,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,38,0,0,103925,35,1
HS-grad,9,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,38,0,0,60355,40,1
HS-grad,9,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,43,0,0,178976,40,1
HS-grad,9,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,43,8614,0,112763,43,1
HS-grad,9,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,43,0,0,206878,60,1
HS-grad,9,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,46,0,0,306183,37,1
HS-grad,9,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,47,0,0,45857,40,1
HS-grad,9,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,49,0,0,371299,35,1
HS-grad,9,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,54,0,0,100933,40,1
HS-grad,9,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,58,0,0,242670,40,1
Some-college,10,Never-married,Germany,Adm-clerical,White,Unmarried,Female,Private,34,0,0,193344,40,1
Some-college,10,Never-married,Puerto-Rico,Adm-clerical,White,Unmarried,Female,Private,33,0,0,256062,35,1
Some-college,10,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,22,0,0,105043,40,1
Some-college,10,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,24,0,0,149457,40,1
Some-college,10,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,24,0,0,176321,40,1
Some-college,10,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,27,0,0,341504,40,1
Some-college,10,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,27,0,0,125298,50,1
Some-college,10,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,27,0,0,89598,60,1
Some-college,10,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,30,0,0,236993,30,1
Some-college,10,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,31,0,0,83425,40,1
Some-college,10,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,33,0,0,323619,40,1
Some-college,10,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,34,0,0,154548,38,1
Some-college,10,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,38,6497,0,188503,35,1
Assoc-acdm,12,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,25,0,0,295919,40,1
Assoc-acdm,12,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,26,0,0,159603,32,1
Bachelors,13,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,27,0,0,68848,35,1
Masters,14,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Private,38,0,0,127865,40,1
10th,6,Never-married,United-States,Craft-repair,White,Unmarried,Female,Private,33,0,0,228528,35,1
HS-grad,9,Never-married,Mexico,Craft-repair,White,Unmarried,Female,Private,22,0,0,353039,36,1
HS-grad,9,Never-married,Mexico,Craft-repair,White,Unmarried,Female,Private,51,0,0,355551,45,1
HS-grad,9,Never-married,Puerto-Rico,Craft-repair,White,Unmarried,Female,Private,49,0,0,147002,40,1
HS-grad,9,Never-married,United-States,Craft-repair,White,Unmarried,Female,Private,23,0,0,227915,33,1
HS-grad,9,Never-married,United-States,Craft-repair,White,Unmarried,Female,Private,29,0,0,274969,42,1
Some-college,10,Never-married,United-States,Craft-repair,White,Unmarried,Female,Private,39,0,0,108069,40,1
Some-college,10,Never-married,United-States,Craft-repair,White,Unmarried,Female,Private,48,0,0,198000,38,1
11th,7,Never-married,United-States,Exec-managerial,White,Unmarried,Female,Private,27,0,0,119170,45,1
HS-grad,9,Never-married,England,Exec-managerial,White,Unmarried,Female,Private,34,0,0,77271,20,1
HS-grad,9,Never-married,United-States,Exec-managerial,White,Unmarried,Female,Private,20,0,0,94401,40,1
HS-grad,9,Never-married,United-States,Exec-managerial,White,Unmarried,Female,Private,31,0,0,129761,40,1
HS-grad,9,Never-married,United-States,Exec-managerial,White,Unmarried,Female,Private,34,0,0,301591,35,1
HS-grad,9,Never-married,United-States,Exec-managerial,White,Unmarried,Female,Private,52,0,0,178915,40,1
HS-grad,9,Never-married,United-States,Exec-managerial,White,Unmarried,Female,Private,59,0,625,230039,38,1
Some-college,10,Never-married,United-States,Exec-managerial,White,Unmarried,Female,Private,40,0,0,208277,40,1
Some-college,10,Never-married,United-States,Exec-managerial,White,Unmarried,Female,Private,46,0,0,188027,45,1
Some-college,10,Never-married,United-States,Exec-managerial,White,Unmarried,Female,Private,49,0,0,31807,40,1
Assoc-voc,11,Never-married,Columbia,Exec-managerial,White,Unmarried,Female,Private,49,0,0,165134,35,1
Assoc-voc,11,Never-married,United-States,Exec-managerial,White,Unmarried,Female,Private,29,0,0,355569,50,1
Assoc-voc,11,Never-married,United-States,Exec-managerial,White,Unmarried,Female,Private,49,0,0,176684,40,1
Assoc-acdm,12,Never-married,?,Exec-managerial,White,Unmarried,Female,Private,33,2174,0,164707,55,1
Bachelors,13,Never-married,Cuba,Exec-managerial,White,Unmarried,Female,Private,38,0,0,229180,40,1
Bachelors,13,Never-married,United-States,Exec-managerial,White,Unmarried,Female,Private,22,0,0,203182,30,1
Bachelors,13,Never-married,United-States,Exec-managerial,White,Unmarried,Female,Private,30,0,0,204704,45,1
Bachelors,13,Never-married,United-States,Exec-managerial,White,Unmarried,Female,Private,31,0,0,168521,50,1
Bachelors,13,Never-married,United-States,Exec-managerial,White,Unmarried,Female,Private,32,0,0,383269,40,1
Bachelors,13,Never-married,United-States,Exec-managerial,White,Unmarried,Female,Private,53,0,0,198824,40,1
Masters,14,Never-married,United-States,Exec-managerial,White,Unmarried,Female,Private,34,0,0,271933,50,1
HS-grad,9,Never-married,United-States,Farming-fishing,White,Unmarried,Female,Private,28,0,0,218887,35,1
HS-grad,9,Never-married,United-States,Farming-fishing,White,Unmarried,Female,Private,47,0,0,160647,46,1
HS-grad,9,Never-married,Nicaragua,Handlers-cleaners,White,Unmarried,Female,Private,37,3887,0,277022,40,1
HS-grad,9,Never-married,United-States,Handlers-cleaners,White,Unmarried,Female,Private,30,0,0,123397,40,1
HS-grad,9,Never-married,United-States,Handlers-cleaners,White,Unmarried,Female,Private,34,7443,0,213307,35,1
Some-college,10,Never-married,United-States,Handlers-cleaners,White,Unmarried,Female,Private,30,0,0,237903,40,1
5th-6th,3,Never-married,Mexico,Machine-op-inspct,White,Unmarried,Female,Private,37,0,0,209214,40,1
5th-6th,3,Never-married,Mexico,Machine-op-inspct,White,Unmarried,Female,Private,43,0,0,222971,40,1
10th,6,Never-married,United-States,Machine-op-inspct,White,Unmarried,Female,Private,27,0,0,148069,40,1
10th,6,Never-married,United-States,Machine-op-inspct,White,Unmarried,Female,Private,28,0,0,286452,40,1
11th,7,Never-married,Nicaragua,Machine-op-inspct,White,Unmarried,Female,Private,28,0,0,111520,40,1
11th,7,Never-married,United-States,Machine-op-inspct,White,Unmarried,Female,Private,24,0,0,188300,40,1
11th,7,Never-married,United-States,Machine-op-inspct,White,Unmarried,Female,Private,24,0,0,228613,40,1
11th,7,Never-married,United-States,Machine-op-inspct,White,Unmarried,Female,Private,26,0,0,73312,15,1
11th,7,Never-married,United-States,Machine-op-inspct,White,Unmarried,Female,Private,36,0,0,292570,40,1
HS-grad,9,Never-married,Canada,Machine-op-inspct,White,Unmarried,Female,Private,45,0,0,98765,40,1
HS-grad,9,Never-married,Guatemala,Machine-op-inspct,White,Unmarried,Female,Private,28,0,0,76129,40,1
HS-grad,9,Never-married,United-States,Machine-op-inspct,White,Unmarried,Female,Private,20,0,0,117244,45,1
HS-grad,9,Never-married,United-States,Machine-op-inspct,White,Unmarried,Female,Private,21,0,0,227986,40,1
HS-grad,9,Never-married,United-States,Machine-op-inspct,White,Unmarried,Female,Private,24,0,0,34506,40,1
HS-grad,9,Never-married,United-States,Machine-op-inspct,White,Unmarried,Female,Private,26,0,0,211435,40,1
HS-grad,9,Never-married,United-States,Machine-op-inspct,White,Unmarried,Female,Private,28,0,0,161674,40,1
HS-grad,9,Never-married,United-States,Machine-op-inspct,White,Unmarried,Female,Private,41,0,0,102085,40,1
Assoc-voc,11,Never-married,United-States,Machine-op-inspct,White,Unmarried,Female,Private,20,0,0,137300,40,1
1st-4th,2,Never-married,El-Salvador,Other-service,White,Unmarried,Female,Private,37,0,0,70562,48,1
5th-6th,3,Never-married,Mexico,Other-service,White,Unmarried,Female,Private,33,0,0,175479,40,1
7th-8th,4,Never-married,Mexico,Other-service,White,Unmarried,Female,Private,22,0,0,176321,40,1
9th,5,Never-married,United-States,Other-service,White,Unmarried,Female,Private,17,0,0,98675,20,1
9th,5,Never-married,United-States,Other-service,White,Unmarried,Female,Private,31,0,0,243773,20,1
9th,5,Never-married,United-States,Other-service,White,Unmarried,Female,Private,47,0,0,178309,50,1
10th,6,Never-married,Mexico,Other-service,White,Unmarried,Female,Private,39,0,0,319248,25,1
10th,6,Never-married,Peru,Other-service,White,Unmarried,Female,Private,49,0,0,200949,38,1
10th,6,Never-married,United-States,Other-service,White,Unmarried,Female,Private,28,0,0,66434,15,1
11th,7,Never-married,United-States,Other-service,White,Unmarried,Female,Private,18,0,0,100875,28,1
12th,8,Never-married,United-States,Other-service,White,Unmarried,Female,Private,38,0,0,97759,17,1
HS-grad,9,Never-married,Columbia,Other-service,White,Unmarried,Female,Private,25,0,0,95691,30,1
HS-grad,9,Never-married,Mexico,Other-service,White,Unmarried,Female,Private,28,0,0,261725,40,1
HS-grad,9,Never-married,Mexico,Other-service,White,Unmarried,Female,Private,29,0,0,370494,40,1
HS-grad,9,Never-married,Mexico,Other-service,White,Unmarried,Female,Private,31,0,0,316672,40,1
HS-grad,9,Never-married,United-States,Other-service,White,Unmarried,Female,Private,21,0,0,54472,40,1
HS-grad,9,Never-married,United-States,Other-service,White,Unmarried,Female,Private,22,0,0,242912,35,1
HS-grad,9,Never-married,United-States,Other-service,White,Unmarried,Female,Private,22,0,0,239098,40,1
HS-grad,9,Never-married,United-States,Other-service,White,Unmarried,Female,Private,22,0,0,318915,40,1
HS-grad,9,Never-married,United-States,Other-service,White,Unmarried,Female,Private,23,0,0,120910,35,1
HS-grad,9,Never-married,United-States,Other-service,White,Unmarried,Female,Private,23,0,0,197904,35,1
HS-grad,9,Never-married,United-States,Other-service,White,Unmarried,Female,Private,24,0,0,47791,32,1
